When will the humidity increase in relation to bodies of water?,when you get closer,when you are shooting,when you get farther,when you are laughing,A
A thermal conductor is made of,types of rubber,types of wire,electrodes,that which conducts,D
Do all organisms reproduce uniformly?,they are different,they are same,they reproduce equally,reproduction is fixed,A
Tropical storms get their fuel from the,super market,ocean,gas station,mexico,B
Poison causes harm to what things?,vibrant,mineral,dead,decaying,A
Which of the following changes shape of an object?,spinning liquid mercury,blowing on gases,ripping paper,cutting water,C
natural disasters can cause animals to,deep fry,dance,trek,nap,C
Which are least likely to be seen in the wild?,bird eggs,human eggs,fish eggs,crocodile eggs,B
"A pile of mulch is broken down and when searching for the culprit, a gardener notes",wriggling organisms,writing organisms,large trees,wild fires,A
If a head is exceptionally round,that is an unusual feature,most heads are round,a parent probably had a round head,there is fluid on the brain,C
Rubbing calcium on a streak plate,describes a white mineral,leaves behind bits of white,tells a lot about calcium,breaks the calcium into chunks,B
air masses are pushed by westerlies but stopped by,gravity,meandering air currents,currents,sunlight,B
which of these days would lead to a suspension of regular activities?,a very sunny day,a very beautiful day,a very bright day,a day with a blizzard,D
"if a student locates their pen on the table across the room, which of these happened?",there was light from pen to cornea,the pen failed to reflect any light,none of these,the person has psychic powers,A
"A person thinks they see a UFO. They look closely, but the object becomes hard to see in the night sky as",gets closer to the person,buys a new house,builds a large park,it puts distance between them,D
"A person takes buckets of water from the house and begins to add it to a pond in the yard. After a certain point, the pond",bloats,breaks,sinks,drowns,A
In order for a crane to operate properly it requires,sand,the wind,solar power,a fulcrum,D
Gravity effects water most when it is,on a curved surface,full of marine life,flowing rapidly with waves,in the ocean or lake,A
"Bill missed high tide, so he had to wait until when to see it again",tomorrow,next month,next year,never,A
Why would it be summer one day and fall another day?,the earth's position compared to the sun has shifted,rain has started falling,leaves have fallen from the trees,the squirrels are gathering nuts,A
A caterpillar is a part one of the mundane four stage life cycle of,a machine,a company,an engine,a colorful invertebrate,D
There are now many more people because of,efficient farming,more cities,computers,global warming,A
A plant will have difficulty growing larger if it is held away from,corn,poison,ice,liquid,D
"Lisa was hiking in a rocky area and in a rock, she saw what looked like footprints made by a bird. But weirdly, they were in a rock. Where did they come from?","The footprints were originally in mud or peat, but after a lot of time, the substance had been changed into rock",The rock was actually an asteroid,a very heavy bird made imprints in the rock.,a spaceship used a laser to make the etches in the rock,A
At the beach you are likely to find this type of stone:,rock that is compacted from other rock,rock that is formed of plastic,rock that is formed of water,rock that is compacted trash,A
The molten rock under the surface is called magma and once is appears on what area is it called lava?,geyser,volcano,below ground,above ground,D
"There are 5 steps in the water cycle, it starts with evaporation, ends with infiltration, and then",cries,goes away,dies,Restarts,D
Clapping in an auditorium will yield this for a few moments afterwards:,solar flares,urine,indignant,echo,D
Where would you most likely find iron?,the ocean,the air,a mine,a forest,C
Which of the following is most accurate?,humans can build bombs to harness hydropower,dams are a means of reducing reliance on oil,humans can build skyscapers to harness hydropower,humans cannot build dams to harness hydropower,B
"I left a statue outside  away from water for 100 years, when I come back it is significantly smaller, why?",The Wind,Birds,Tiny Trolls,Ants,A
I can use a ruler to measure,The smell of popcorn,the space between my toes,The length of air,how angry I am,B
Annelids do what to soil?,loosen it,tighten it,condense it,clump it,A
Which list contains all satellites?,a plane and a helicopter,Venus and the Kuiper belt,space shuttles and rocket launch platforms,"the ISS, the moon, Europa",D
A resource from nature are,Styrofoam plates,briny waves,window pane,nylon pantyhose,B
Cactus house a great amount of,favorite fishing holes,chlorophyll,bark,pine cones,B
Spiders can catch prey by doing all aside from,building webs,building traps,hunting,howling,D
What can show how a rainbow is formed by refraction of light by splitting light into all different colors?,watching sunlight bounce off a mirror,shining a flashlight on a gem,shining a flashlight at a mirror,looking at a freshly formed diamond,B
"If a person is running a salad bar and needs to keep the bar cold, and therefore the ice frozen, they might",pour sodium over the ice,put the ice in the sun,melt the ice on a stove,throw the ice away,A
Succulents will die during winter months in canada without the aide of a,glass structure,firehouse,smokehouse,bonfire,A
pushing an object requires,studying,dancing,singing,exherted effort,D
"If a tree is going to give its essence to another tree, it needs to use",small creatures,great stamina,positive attitude,mighty strength,A
Pressing your appendages against an object can allow one to,sense differences in atomic structure,sense differences in color,sense differences in atomic value,sense differences in material makeup,D
"A person needs to make a stove run with only energy that will run forever, so they make a",propane stove,gas stove,corn stove,solar stove,D
"A person decides to reproduce with another person, so beforehand they",find some friends,consider genetic implications,consider eating dinner,make a dollar,B
What conducts electricity?,a lego brick,suit of armor,a wooden table,a T-shirt,B
Which of these most closely resembles how clouds come into being?,making beer,distilling liquor,driving a car,baking bread,B
Which would rely on rainfall the most to sustain life?,a water feature,a pool,a water park,a lake,D
Where do bees get nutrition?,seeds from a farmer's field,from the leaves of trees,the local grocery store,a powdery substance found in the reproductive parts of plants,D
"A person drops a bean in the dirt, and kicks some dirt over it. If the person goes to dig up that bean a month later, it is likely to have",shrunk,sprouted,burned,flown,B
A person who is unable to hunt for nourishment may still survive and even thrive if they,harvest human organs,burn crops,purchase produce,spend time alone,C
A person will make ethanol out of all aside from,salt,grain,corn,maize,A
Humans contribute to environmental pollution,by purchasing products made from recycled products,by switching to energy efficient appliances,by leaving behind refuse on public beaches,by frequently recycling paper and plastic,C
Why should people conserve gas when fueling their cars?,because it can only be used once,because it is hard to find,because the more it is used the more it costs,because it can mess up their engines,A
A thing that is near a running wood stove will discover when touching the stove,that it is cool,that it is safe,that it is chilly,that it will sear,D
Bats might use what to get home,a map,time travel,their voice,their magic,C
The Appalachians reach amazing heights because of how stone,blew up,piles together,melted lava,created anchors,B
A parent may genetically share with a child of their own conception,many freckles,new songs,big pizzas,silly faces,A
A pigeon is hungry so it snags a slice of pizza off a table using its,wing,teeth,beak,leg,C
A thing which moves very little over quite a lot of time is a,pack of wolves,racing horses,falling rocks,giant ice brick,D
Candace pushed a button outside her friend's house and a buzzer went off inside the house.,a circuit was closed,a circuit was destroyed,the electricity cut out,lightning struck the house,A
A rock quarry can contain in its rocks,sunflowers,foil material,candles,broken toys,B
"a man drives away from his dog, and the dog progressively got smaller in the rear view mirror. what was happening?",the dog was evaporating,the distance between them remained same,the distance between them was going down,the distance between them was going up,D
"Skills are learned characteristics. To get better at doing something, you must stretch yourself in ways that",may be very uncomfortable at first,take very little time,are without learning from others and past experiences,are without goals and commitment,A
Visibility while driving is decreased by bad what?,local forecasts,roads,music,trees,A
Mice live in holes where?,pastureland,lakes,oceans,skyscrapers,A
When taking a pickax to rocks,pick a location where lots of people will be,sweep up after yourself to keep the workplace safe,eschew wearing any safety gear,clean up is an unnecessary chore,B
"If someone hears a crunching sound while walking under a tree, which of these likely happened?",dead leaves fell down,a mouse ran away,a duck started quacking,a dog was barking,A
which of these would be most healthy?,a person eating three meals a week,a person eating three meals a month,a person eating one meal a day,a person consuming 3 meals daily,D
Deserts are generally,sweltering,cold,tepid,frigid,A
We will eventually exhaust our supply of,water,coal,air,time,B
The circulatory system brings oxygen to the body from where?,The brain,The feet,The stomach area,The chest,D
Which of these items is required for a deer to live,sun,iron,sand,cafeteria,A
"A horse is kicked out of the barn on a hot summer's day, because the stalls need mucked, and the workers have difficulty cleaning around the horses. So the horse is standing in the field, in direct sunlight, and begins to overheat a bit. In order to stand the heat better, the horse",eats,stamps,neighs,perspires,D
A shout is made into the night sky and carries,a paper bag,a baby,a stick,on the gales,D
I need electrical energy to,Go running,cook some bread,Ride a bike,Go swimming,B
An insect may pose as bird poop to,make social commentary,film fetish smut,blend with surroundings,attract birds,C
If a person has a respiratory system then they are able to remove from a room,time of day,all warmth,the paint color,breathable gas,D
which of these would get bigger and recover from injuries better?,a child who eats thrice a day,a malnourished little child,a child who gets insufficient diet,a child who eats six times a week,A
"The more hawks that chow down on voles, the",the happier voles in an area,the bigger voles in the area,fewer voles in that area,more voles in the area,C
Some animals are housed,in public exhibitions for viewing,in boxes for storage,in barrels for travel,in tents for sleeping,A
A person notes that the moon goes through various phases and eventually repeats these phases over the course of,every other new month,about six more days,just over a month,just under a month,D
What are the source of fruit?,wood,plant diagrams,green life,housing,C
The earth revolves around,a heat source,the Milky Way,a neighboring planet,the moon,A
"A compass arrow points north, to the right of a person. If the person wants to go west, the would",turn around,go straight,go left,go right,B
Seed dispersal happened when the plant's seeds were,sold to a person in another country,genetically modified for pesticide resitance,destroyed by radiation during processing,planted in the same garden,A
The elements will over time level,mountains,the seas,god,giants,A
Which object would be best at heating up in the sunlight?,a clear solar panel,a black solar panel,a white solar panel,an invisible solar panel,B
"f a plant shows up in a new place, what might have happened?",the plant is able to relocate itself,it spontaneously appeared there,its cased embryo have been dispersed,it walked to the new place,C
Earth's magnetic patterns are helpful,to birds building a nest,to lions roaming the Sahara,to birds looking a warmer locale,to whales trying to find a mate,C
Why animal may use a rock as shelter,Centipede,Dolphin,Seagull,Dog,A
the ring of fire is made up of,kelp,immersed lava vents,marshmallows,ice formations,B
Birds will have different kinds of beaks depending on the,organisms they hunt,computer,groceries,seven,A
Some birds have adapted to their cold environment by over time evolving to have thicker feathers in order to,go to space,avoid freezing,eat dinosaurs,nothing,B
Competition is fierce among lions,when new prey species arrive in the community,when population of lions decreases,when there are a plethora of prey choices,when the antelopes are scare,D
What job site would most likely utilize powerful magnets that use electricity?,a grocery store,a gymnasium,a scrap yard,an office,C
What requires nutrients for survival?,buildings,rocks,badgers,clouds,C
Why was my son-in-law required to add rugs or carpeting to his upstairs apartment when the ground floor wasn't?,So it would look good then prospective renters took a tour,Because they didn't want him to scratch up the wood floors.,Because they didn't want the downstairs renters to be as likely to complain about noise,Because they didn't want to pay for carpeting themselves.,C
What will be more available in an area when rainfall increases?,air,fire,H2O,dirt,C
The Earth receives heat from:,another nearby planet's sun,the star around which it orbits,the greenhouse gases in its atmosphere,solar eclipses occurring frequently,B
"When a microfiber towel is used to pick up a puddle of milk, the towel then",is milky white,is partly milk,contains the milk,is now wet,C
Eating and digesting a large meal is guaranteed to produce,disease,fecal matter,fuel,fertilizer,B
Which requires an outlet?,cold iced tea,usb tape player,frothy beer,blowing leaves,B
Solar energy might be used for,the air,making pasta,feelings,time travel,B
If one is hitting ebony and ivory and making sound,that is a kitchen utensil,that is an instrument of pain,that is a scientific instrument,that is playing Chop sticks,D
A cactus stem is used to store what?,mp3s,H2O,sand,seeds,B
Which would likely protect a rabbit?,surfing,above ground nesting,swimming,living under ground,D
An animal would have its inner parts better protected if it had which of these?,a backpack on its back,a calcium fortified internal structure,none of these,a shell of cotton,B
"in the presence heat, which of these comes about?",a piece of gum,a slurpy at the cafeteria,an ice cream cone,a large metamorphic rock,D
If a beach is below a farm it can make swimmers ill if,people go to the movies,field fluid drips down,humans enjoy eating meat,some cattle eat cheese,B
What is an example of reproduction being a stage in the life cycle process?,births can occur only after reproduction takes place,death is the last stage in the life cycle,reproduction mightn't guarantee a healthy life,life can end during reproduction,A
Force causes the speed of an object to do what?,lessen,uptick,decrease,lower,B
Which was happens most near canyons,the moon,whales,riverflow,fear,C
Which uses electrical energy to function?,liver,tree,dog,iPod,D
Which is true?,the equator has winter and summer at the same time,humans on the equator celebrate Christmas in May,the equator is always cold,humans on the equator can go either north or south to change season,D
"A bad spot in town, as far as nature and the health of Earth is concerned, will be",heaped refuse,piled compost,pollinated flowers,watered gardens,A
What covers over 90% of the Earth's surface and 0% of the moon's surface,a magnesium iron silicate mineral,chemical element with the symbol S,the element with the symbol Fe,that which contains 2 hydrogen and 1 oxygen molecules,D
Precipitation sometimes leads to,mountains,earthquakes,volcanoes,caves,D
A phase change happens,when onions are chopped,when food is digested by the stomach,when water is added to a glass,when flowers bloom in full,B
"A load of dirt, mud, water and debris can come toppling down from a higher place if",skies are clear,cats are playing,leaves are budding,weather is poor,D
Which beverage can you thank Louis Pasteur for making possible?,iced tea,water,ginger ale,strawberry milk,D
What your body looks like and how it functions is something that is,received from one's parents,passed away from Earth,passed down from eggs,passed down from tomorrow,A
Organic matter in soil can be increased by,digging up flowers from the soil,skunks spraying their scent on the soil,the dead body of a mouse breaking down,animals eating crops planted in the soil,C
A metal sticker remains on a fridge because of,vibrations in the surface of the fridge door,a force that pulls two objects together,magic that Juggaloes are unable to explain,the entropy of the universe,B
"if the boiling point of water is attained, what ensues beyond this point?",the water turns evaporates rapidly,the water then solidifies,the water becomes black,all of these,A
Who is likely to receive its coloration and hairy body from its parents?,Peter the Parakeet,Valentina the Vole,Terry the Tuna,Greta the Grouper,B
an animal is controlled by a,collection of neurons,friend,weather condition,higher power,A
What is an example of combining,adding H2O to water,pouring NaCl into salt,adding carbon dioxide to CO2,blending eggs into cake batter,D
Water vapor is an example of what?,moistness,warmth,heat,coldness,A
A paper clip is often made of,cobalt,wood,styrofoam,paper,A
"if a person wanted some mineral graphite, where might they likely find some?",in the potato bread for breakfast,in a pencil for drawing class,in the vanilla ice cream,in the flower of a plant,B
A plant needs to use the roots of itself to move essential things,to the dirt,to the sky,to the plasma,to the buds,D
Porpoises move fastest in,dungeons,lava,deserts,saltwater,D
the earth's tilt controls the,seasons,tides,sunset,clocks,A
Carnivores devour omnivores which eat,flora,rocks,crustaceans,sand,A
"If a thistle is going to expand, it requires",hay,nutriment,cattle,seashells,B
Heat energy may be added to this in order to cook it.,velvet socks,fish food,dish water,cupcake batter,D
food is a source of energy for what?,waterfalls,fires,grass snakes,mountains,C
Gravitational force never affects,balloons,stars,sunshine,air,C
changes in an environment cause plants to,morph for continuation,boogie,bake cakes,take long naps,A
A person who wants to visit a desert will be sure to pack more,winter boots,thermal underwear,tan shorts,snowsuits,C
To prepare hamburgers and hot dogs for eating you need,glitter,a firepit,snowmen,arsenic,B
A dry bush may burst into flames due to,raining skies,wetter air,higher temps,faster birds,C
An animal that clucks has,four legs,fur,teeth,wings,D
seismic activities will force an abrupt change in the surface appearance of,terra,canoes,flowers,trees,A
The moon's surface,is smooth on the entire surface,contains large cavities cause by explosions,contains an internal core of cheese,is filled with lakes,B
Which is likely to have a means to transport water from the dirt to the rest of its body?,the cows that humans eat,the crickets that owls eat,the roses a panda eats,the chicken that cats eat,C
Which animal will hide the best when seeking food,rabbit,chameleon,cat,spider,B
Reproduction occurs when?,infancy,childhood,youth,physically prepared,D
what do the contents of electromagnets resemble?,they look like shoes,they look like mice,all of these,the look like gas containers,D
When something is condensed,it is made into a wetter form,it is a liquid lake,it becomes molten liquid,it is damp inside,A
Cameras,can take snapshots of friends wearing snapbacks,can be used for their microscopic properties,can be used for solving mysteries,can take friends on an adventure,A
oceans contains most of earth 's,wet sustenance,trees,clouds,shoes,A
Which organism likely contains chlorophyll?,bamboo,pandas,protozoa,humans,A
What is most impervious to an ax?,a thin branch,a neck,a twig,a boulder,D
There's more time to go for walks when,it's winter,owls are hunting,it's summer,there's an evacuation,C
Pit bulls thin their thicker coats by,getting a haircut,shaving,shedding,selling,C
What makes it difficult to hear on the moon?,lack of air,stiff breezes,wind,sea monsters,A
Which of these is a learned characteristic?,long hair,a big nose,doing laundry,blue eyes,C
What would provide the most nutrients?,a used popcorn bucket,an empty can of corn,a dead strawberry bush,a pickled jicama root,D
During cellar respiration I might find myself with,candy,natural face water,magic,time travel powers,B
Hunting any kind of animal will eventually cause that species population numbers to,go down,phone number,atomic number,egg shell number,A
Camel humps are a good example of,Iraqi roadside prime cuisine,seats for desert dwellers,a popular brand of shoe,changing to meet the environment,D
Beavers producing offspring after Winter impacts their life,neutrally,negatively,very little,positively,D
"If a deer lives in a place with trunks, the area is likely to be a color matching a",grasshopper,sky,clownfish,banana,A
A person wanting to attract striped insects to come and feed in their yard would display,birds,tuna,knives,carnations,D
A piece of paper is a different shape when it,is made into a paper fan,is on a desk,has a drawing on it,has words on it,A
"When the acid spilled on the plant, the plant began to",smoke.,sing,flower,grow,A
amphibians hatch from,trees,rocks,the sky,calcium life pods,D
Decomposition is important for,water,medicine,sunlight,food,D
Just below the Earth's crust is something that sounds like it should be over a,window,house,door,fireplace,D
Putting a cardboard box in a bin instead of the trash can,conserve energy for later,save wild animal species,keep it from the trash,reduce the height of landfills,D
"If a bird lives in a dangerous place with fires and predators, a bird will likely",live longer,flourish,thrive,acquire characteristics,D
A new what occurs once every 3 months?,city,climatic term,hill,wave,B
An early example of harnessing wind power would be,unicorns,santas flying reindeer,trumps windy speeches,cloth on masts,D
Which of the following would cause sunlight to better reach the ground of a forest?,more umbrellas,logging,more trees,taller trees,B
Which of these would absorb more sunlight,A cave,A octopus,A bat,An elephant Ear,D
"Jackrabbits live in very hot environments, but are able to stay cool because their long ears help",releasing warmth,sing songs,make eggs,change tires,A
Which would most directly benefit from installing receptors for converting light into power?,a family of humans in a city where it rains every day,a herd of crows,a research base near the equator,a group of squirrels,C
If steam chills then the vapor will,burn,melt,boil,thicken,D
A hawk would prefer this for lunch,Popcorn,Grass,Apple,A bison,D
Which of the following might use Chia to fuel it?,Bird,Kite,Plane,Jet,A
What could be used to examine the legs of a lady bug?,a pedometer,a stethoscope,a loupe,a telescope,C
Bluebirds are found in,vast green fields,glaciers,volcanic craters,ocean waves,A
"If a wolf is unable to catch prey reliably, the wolf will",show ribs,hunt more,have pups,take naps,A
Where might you find eggs?,forest,space,lava,ocean,A
Fog is formed by water vapor condensing in what?,plants,air heads,empty space,animals,C
How long did it take the Grand Canyon to form? A,few amount of days,very lengthy amount of time,couple of billion dollars,very few amount of minutes,B
The more cereal people consume the more we will need to plant,corn,gravy,milk,tomatoes,A
Which animal interacts most with a peony?,human,bee,elephant,worm,B
How would a location's climate be determined?,"look at the weather many mornings, afternoons, and evenings in different seasons",look at the the most extreme weather events,look at the weather at noon only,look at the weather on one day,A
A thing which has something firmly raked over it may,lose a pebble,be built up,lose a portion,grow larger,C
An area of dirt may have rivets in it depending on,if soil is piled up,if there is more soil,if soil has been altered,if soil has been added,C
What most likely caused the castle built by children at the beach to disappear?,a cat ran off with it,a dog carried it away in its mouth,someone cast a magic spell on it,very strong eddies of fast moving air carried it away over time,D
Blood absorbs oxygen in the,both lower limbs of the body,organs that develop during childhood,nasal bones projecting above the mouth,inner canals of the ear,B
Which is an example of the type of body of water that contains the most water on Earth?,Sea of Galilee,Sea of Tranquility,Caribbean Sea,Caspian Sea,C
the mantle is,a level of our planet,the planet closest to ours,a kind of rock found on Earth,the deepest part of our planet,A
The bear in the wild needs to find other animals to feast.,they are killers,they only eat,they never kill,they are docile,A
An example of a flexible container could be,A car,A bird,play dough,A building,C
Toasting bread makes it,smaller,longer,wider,harder,D
"One arctic animal, the polar bear may spend their time doing what",racing,swimming,creating,reading,B
How essential is air for animals?,it is optional,it is necessary,it is useless,it is unknown,B
Which of these supports an item that works together in large numbers and is greater than the sum of its parts?,car,membrane,fire,truck,B
humans will have to flee if their home is,being built,being painted,demolished,prepared,C
What does the earth orbit that makes the seasons to change?,pluto,plasma star,venus,mercury,B
On a clear day I should,ride my bike,Bring an umbrella,Wear a coat,Stay inside,A
Which animal travels great distance as part of its instinctive behavior?,a raven,a bear,a chipmunk,a snake,A
Birds in cold climates ________ by growing thick feathers,migrate,adapt,die,reproduce,B
A person wanting to pay airfare will ride,through clouds,on seas,across rails,on tracks,A
A landslide is likely to occur on a slope as,there is less vegetation,downward movement is facilitated,there is more debris,it means more shifting occurs there.,B
"If you mow over a weed, it will just grow back. Pulling them by the root will make them",cry,perish,eat,laugh,B
Which does light from the sun arrive at in final time length?,Uranus,Mars,Pluto,Earth,C
A human who goes long periods of time without nourishment will experience,Starvation,Perspiration,Fullness,happiness,A
"when the needle of a compass lines up with Earth 's magnetic poles , the needle is",pointing east,pointing west,pointing at arctic,pointing to space,C
What kind of animal returns to the same beaches each year to give birth?,saltwater crocodile,carnivorous bird,semiaquatic mammal,tiger shark,C
the arctic area is full of,white powder,ice cold drinks,warm water,fluffy white dirt,A
Two iron bars that are similarly charged will likely,pull each other,touch each other,shove each other,grab each other,C
Which of the following would be an example of tool use in the animal kingdom?,a wolf using its sense of smell to track down prey,a crow displacing water with rocks to get good,a giant whale filtering plankton from water,An anteater using its long tongue to catch ants,B
"When a creature experiences feeling, they are likely",making really good choices,taking the next train,sensing a thing's texture,dead from complete exhaustion,C
A cell can photosynthesize if it is,a ferret's,a tern's,a willow's,a gila monster's,C
"If a tree in your backyard rots away for is knocked over by the wind, you can just",plant another,Draw one,climb one,do nothing,A
A bicycle may be used for,rain,cats,coffee grinding,elephants,C
"if a solid piece stands out in the elements, and reduces in size over time, what might have happened?",it is moving away,it has been depressed,it has been stolen,it has been weathered down,D
If a person wants to watch the eclipse,it's best to go without sunglasses,it's best to use a telescope,it's best to just look at it,it's best to use eye protection,D
If above your head in the out of doors is gray during the daylight hours then the likeliest need for your travels that day would be,bikini,umbrella,beach ball,sunscreen,B
"Because it's less dense, water floats on top of",honey,vegetable oil,our insect overlords,water,A
What makes the best wiring?,rope,Tungsten,hemp,plastic,B
Freezing point is best represented by,ice sculpture,glass of water,flowing rivers,water falls,A
"If an organism is a living thing, it will always",cry,respirate,do magic,walk a rope,B
During the summer solstice the Earth is actually what in relation to the red giant?,Dying,Feeling sick,Unhappy,far away,D
Large trees block sunlight from reaching what?,moons,outdoor floor,clouds,coffee grounds,B
the sun makes rounds around this planet,maybe,this is wrong,all of these,this is true,B
Freezing point is best represented by,water falls,flowing rivers,glass of water,static ice sculpture,D
"A tree must depend upon, for its support",A large fibrous mass,plants on the forest floor,the wooden welfare state,massive redwoods on the backs of turtles,A
Which is likely to be reflecting the most light?,a desert landscape,a forest landscape,an arctic landscape,a rural landscape,C
A bee will seek out a plant that advertises its,bright stem,tantalizing liquid,nice friend,green leaves,B
"The size of eyes matter relevant to sight and sight ability, given that",elephants see better than ants,wolves see better than giraffe,people see better than dogs,dogs see better than cats,A
When a light switch is turned on,brilliant sparks arc along the wall,the light colors are switched with the dark colors,ions are pushed along a copper wire,a cat in a box of poison dies,C
24 hours is equal to one what?,minute,day-night cycle,year,moment,B
The digestive system digests what for the body?,water,metal,sustenance,rocks,C
Which item can help someone who is trying to conserve?,a plastic fork,a paper towel,a shipping box,a menstrual cup,D
A living thing will expire if access to this is removed for a time.,balloons with helium gas,their favorite new shoes,a comfortable sitting chair,ability to experience respiration,D
"If John wants to save a little every month, what can he do to help with his water bill?",dripping the sink at night,taking a bath twice a day,flushing the toilet more,repairing all his pipes,D
A hot liquid would be,an old cup of coffee,a tall glass of milk,pasta water bubbling on the stove,a warm cup of cocoa,C
A person has a glass of water and a friend pranks them by making their water taste different. They prankster added,ice,water,soda,air,C
"A mountain is shoved skyward one day, so there must have been",a clone,an emission,a flood,a mistake,B
"If you touch a wall wart which hasn't been on in weeks, it'll feel",very warm,cold,hot,moderately warm,B
The instance of which of the following colliding and causing death is considered to happen?,Trees,Buildings,Animals,Electronics,B
If I yell out to a co worker which occupation would have a scenario where it is impossible to respond for scientific reasons?,astronaut,lumberjack,fisherman,miner,A
When a lake receives too much rain it will,swell beyond it's banks,reverse direction of flow,lower it's water level,dry up all together,A
